subj,ROI,R2
1,V1,0.0258370360238027
1,V1,0.0114322232874334
1,V1,0.0158730264899326
1,V1,0.0452893151252477
1,V1,0.0192509092004233
1,V1,0.000466642885440516
1,V1,0.0275055482414817
1,V1,0.0139370197889759
1,V1,0.00107925472694292
1,V1,0.000127608178383365
1,V1,-0.00134469389151326
1,V1,0.00162614751368201
1,V1,-6.46693944489352e-06
1,V1,0.0014008369071295
1,V1,-0.0012240160390341
1,V1,-0.000189061381385358
1,V1,0.00139838025093142
1,V1,-0.000281577221347806
1,V1,-0.000221259142735297
1,V1,-0.000480798556707351
1,V1,0.0336985076616828
1,V1,0.012723095229391
1,V1,0.0154137154282171
1,V1,0.00582349220949946
1,V1,0.0567730574601828
1,V1,0.0363672748345278
1,V1,0.0102970451045
1,V1,0.0241479682970592
1,V1,0.0202333915964982
1,V1,0.0952797486845827
1,V1,0.0988502314380115
1,V1,0.0643745677111217
1,V1,0.060572179927156
1,V1,0.130268495800567
1,V1,1.38413439333962e-05
1,V1,0.00785318944024116
1,V1,-5.27903784177108e-05
1,V1,0.0537476081901313
1,V1,0.0395796144774135
1,V1,0.0493522035515006
1,V1,0.0875729347948452
1,V1,0.0127075108888213
1,V1,0.00283514126669981
1,V1,9.53876215882832e-05
1,V1,0.0334791605813153
1,V1,0.0580115881674212
1,V1,0.0440498437710696
1,V1,0.0429551020335646
1,V1,0.0964267122275684
1,V1,0.048882638237191
1,V1,0.0673790130208476
1,V1,0.118411949585482
1,V1,0.0282618229450863
1,V1,0.00121234567161127
1,V1,0.158596112239806
1,V1,0.189452063535686
1,V1,0.0451179033415267
1,V1,0.063225436135778
1,V1,0.138129269463071
1,V1,0.0058072638281641
1,V1,0.000177701685215081
1,V1,0.0615109374075669
1,V1,0.179351061038807
1,V1,0.0355903221268793
1,V1,0.0345621742626486
1,V1,0.0664714704416635
1,V1,0.078268131720667
1,V1,0.0182308401351547
1,V1,0.0303799493060193
1,V1,0.0693350647830284
1,V1,0.125383320123027
1,V1,0.0570534607140901
1,V1,0.00593615668721947
1,V1,0.0936327703572934
1,V1,0.137230812056103
1,V1,0.0850017932776544
1,V1,0.0275838675372608
1,V1,0.0896413277116387
