subj,ROI,R2,curvPref
1,V1,0.187789037103302,6
1,V1,0.0789748096504682,6
1,V1,0.0227950933504904,8
1,V1,0.0516061367514313,6
1,V1,0.0421285095253413,6
1,V1,0.180182424020589,6
1,V1,0.0967283322607115,6
1,V1,-0.00106381659117238,4
1,V1,0.0204025785192082,5
1,V1,0.0781639114673947,6
1,V1,0.0577317820565128,6
1,V1,0.00618567060522329,3
1,V1,0.00712997380031027,8
1,V1,0.15315280235215,6
1,V1,0.118646196262022,6
1,V1,0.0434364593903577,6
1,V1,0.0179483681386138,8
1,V1,0.0180473730498742,8
1,V1,0.102741019579126,6
1,V1,0.063203746204633,8
1,V1,0.0408419139662501,8
1,V1,0.127435336537623,6
1,V1,0.0732029316857756,6
1,V1,0.257047241374195,6
1,V1,0.0377607706567463,8
1,V1,0.0477878137942232,8
1,V1,0.0351897808386703,8
1,V1,0.0981863290149201,6
1,V1,0.0236564957621894,4
1,V1,0.156593312943998,6
1,V1,0.166901402789808,6
1,V1,0.144837368273379,6
1,V1,0.130014596877521,6
1,V1,0.158772592699009,6
1,V1,0.221230678140669,6
1,V1,0.0508230987665627,6
1,V1,0.205353743618771,6
1,V1,0.0238504253088024,6
1,V1,0.0227675865330623,6
1,V1,0.027786899795134,8
1,V1,-0.000771946821104263,8
1,V1,-0.000590197876177589,6
1,V1,0.0369554537167121,8
1,V1,0.0736203474476534,6
1,V1,0.0313652381441688,6
1,V1,0.0367863853147746,6
1,V1,0.0667636806048122,6
1,V1,0.0553490558228129,8
1,V1,0.0991493165010585,6
1,V1,0.0628655037104071,8
1,V1,0.0629482242183154,6
1,V1,0.225859483998802,6
1,V1,0.260843552656849,6
1,V1,0.0113896696770045,6
1,V1,0.174725098605357,6
1,V1,0.0471649314738529,6
1,V1,0.138492142419455,6
1,V1,0.232576259049933,6
1,V1,0.031846281596686,8
1,V1,0.0152649019582352,3
1,V1,0.0147328474103006,6
1,V1,0.0210763170857674,8
1,V1,0.0186812645990261,8
1,V1,0.110714414845694,8
1,V1,0.164379176319585,6
1,V1,0.0276788660332923,6
1,V1,0.223109002292534,6
1,V1,0.127302067243605,6
1,V1,0.0198687346245302,8
1,V1,0.12695564671447,6
1,V1,0.10148222272216,6
1,V1,0.0798030328421024,6
1,V1,0.0156671553443156,5
1,V1,0.023017976871938,5
1,V1,0.0058910357097231,3
1,V1,0.00565823218498718,4
1,V1,0.118903698474193,6
1,V1,0.158395296096512,6
1,V1,0.0362770621968318,6
1,V1,0.181744490246937,6
1,V1,0.0445179901789121,6
1,V1,0.0638859455127266,8
1,V1,0.103790772301167,6
1,V1,0.0523879849825009,3
1,V1,0.0480390041992284,7
1,V1,0.041649777383746,8
1,V1,0.0962438200325401,6
1,V1,0.0635447616720897,6
1,V1,0.0202339327520994,6
1,V1,0.0593853811128321,8
1,V1,0.0239762142248127,2
1,V1,0.00425123246468673,5
1,V1,0.0500480669136912,8
1,V1,0.0214613873400389,6
1,V1,0.150152910558316,6
1,V1,0.0351270977354445,8
1,V1,0.0177452238048442,5
1,V1,0.0294536430592764,6
1,V1,0.0216077425431132,6
1,V1,0.131735932364303,6
1,V1,0.160973816911923,6
1,V1,0.128887345391041,6
1,V1,0.132362768824226,6
1,V1,0.0212814605144905,7
1,V1,0.212347620100205,6
1,V1,0.164622240710854,6
1,V1,0.0415697023986112,8
1,V1,0.17502580644023,6
1,V1,0.000328922320224079,4
1,V1,0.000252008952418614,5
1,V1,0.117855462662129,6
1,V1,0.0675883097822657,6
1,V1,0.112005201825557,6
1,V1,0.0685072987100728,6
1,V1,0.0294551799473015,6
1,V1,0.0752878624009679,6
1,V1,0.0620346322434653,6
1,V1,0.0741188517464546,6
1,V1,0.0328062308851149,8
1,V1,0.244901825747829,6
1,V1,0.220268102419583,6
1,V1,0.0243912488546202,4
1,V1,0.26243277868972,6
1,V1,0.110913750156959,8
1,V1,0.0445801369628042,8
1,V1,0.0414706694061056,6
1,V1,0.0422857225961525,6
1,V1,0.234489286285776,6
1,V1,0.25100548537738,6
1,V1,0.0438579118056448,6
1,V1,0.00682948442344355,7
1,V1,0.0196184660226839,4
1,V1,0.00133803758394557,5
1,V1,0.262365459120925,6
1,V1,0.229109795802464,6
1,V1,0.0693353043385584,8
1,V1,0.00768847390794836,5
1,V1,0.0785682374478365,6
1,V1,0.0632451811745449,6
1,V1,0.151852989908148,6
1,V1,0.236056981312763,6
1,V1,0.19325422414514,6
1,V1,0.0868426584418279,6
1,V1,0.0361458009295811,5
1,V1,0.112310059655012,6
1,V1,0.0883804183314073,6
1,V1,0.111562066674584,8
1,V1,0.0349740582492555,8
1,V1,0.00217300068142318,4
1,V1,0.0530866946520291,6
1,V1,0.187056530329455,6
1,V1,0.130635922331476,6
1,V1,-0.00115288028340743,6
1,V1,0.0172009003026101,8
1,V1,0.146464815679001,6
1,V1,0.192513226849192,6
1,V1,0.110736677012947,6
1,V1,0.108268181135935,6
1,V1,0.0239689573019385,8
1,V1,0.134279147087646,6
1,V1,0.106841095114483,6
1,V1,0.0258884253970064,5
1,V1,0.0602346199054663,6
1,V1,0.221052837116396,6
1,V1,0.173000264907396,6
1,V1,0.0174881790295595,6
1,V1,0.0319057596666448,7
1,V1,0.0405727830915447,8
1,V1,0.0337301363087107,6
1,V1,0.0782768206723614,6
1,V1,0.0432131877189998,8
1,V1,0.0984979092306937,6
1,V1,0.0687634960739215,6
1,V1,0.0939203914657103,4
1,V1,0.0246390773756364,8
1,V1,0.0148302612540486,6
1,V1,-0.000608066350800351,3
1,V1,0.126640159378774,6
1,V1,0.131438083184078,6
1,V1,0.16636978388485,6
1,V1,0.00208894100320089,4
1,V1,0.153528861965379,6
1,V1,0.116554522665938,6
1,V1,0.0726242317366189,6
1,V1,0.0239852000442388,8
1,V1,0.200611923485842,6
1,V1,0.0978315143921127,6
1,V1,0.0368726151921772,8
1,V1,0.035586589655239,8
1,V1,0.00472690950417393,8
1,V1,-0.00101070416885918,4
1,V1,0.126847496496537,6
1,V1,0.0278422756622037,4
1,V1,0.114499143138508,6
1,V1,0.11484319051417,6
1,V1,0.0198697036219827,8
1,V1,0.0507488303344114,8
1,V1,0.140438467489243,6
1,V1,0.208021011073963,6
1,V1,0.0160556518671145,8
1,V1,0.277566881095171,6
1,V1,0.286844639970681,6
1,V1,0.248285698095538,6
1,V1,0.142640651961255,6
1,V1,0.109108768573748,6
1,V1,0.104225680656211,6
1,V1,0.26088510113904,6
1,V1,0.255009535649141,6
1,V1,0.148037748951137,6
1,V1,0.129638112337293,6
1,V1,0.138367913757974,6
1,V1,0.0716610353927783,6
1,V1,0.0222452752785173,6
1,V1,0.15009959586177,6
1,V1,0.0771826995256662,6
1,V1,0.0834302479388966,6
1,V1,0.20461425786267,6
1,V1,0.16210811383931,6
1,V1,0.129425569847023,6
1,V1,0.0470670281045097,4
1,V1,0.0982071822621163,6
1,V1,0.24519494389189,6
1,V1,0.180714359787121,6
1,V1,0.0251830402978044,6
1,V1,0.00158658390886207,3
1,V1,0.127063947160159,6
1,V1,0.016658457962858,8
1,V1,0.0224604512587372,5
1,V1,0.144988333717164,6
1,V1,0.0426979465130316,8
1,V1,0.0461036869735473,6
1,V1,0.0899839597656136,6
1,V1,0.0989249365611832,6
1,V1,0.11349295061674,6
1,V1,0.0565648278701812,6
1,V1,0.282015133624626,6
1,V1,0.0936472689505052,6
1,V1,0.00778798661075492,6
1,V1,0.0201403389038972,8
1,V1,0.187782304321762,6
1,V1,0.193018564598227,6
1,V1,0.0553049367829923,8
1,V1,0.0854262616534333,6
1,V1,0.119360010202389,6
1,V1,0.0413092685601792,8
1,V1,0.0378780162459184,8
1,V1,0.0715978560443532,6
1,V1,0.102458692803701,4
1,V1,0.0308988627073051,8
1,V1,0.0527342071544099,6
1,V1,0.0043172510913192,6
1,V1,0.00939526520242601,6
1,V1,0.00235622599381086,7
1,V1,0.00135830684596239,3
1,V1,0.0684545153692379,4
1,V1,0.0327389370820609,8
1,V1,0.013444100735172,8
1,V1,0.216126232298639,6
1,V1,0.000936692271497619,4
1,V1,0.195390378319451,6
1,V1,0.165997487386036,6
1,V1,0.1179031572391,6
1,V1,0.000339271502087513,8
1,V1,0.193899866244827,6
1,V1,0.0888502693947799,6
1,V1,0.0836944229889289,6
1,V1,0.155702852022786,6
1,V1,0.143811258779431,6
1,V1,0.167951938224948,6
1,V1,0.0158144913173982,8
1,V1,0.0190680932338613,5
1,V1,-0.0010630150320432,4
1,V1,0.00165273129533211,5
1,V1,0.00890475334216595,7
1,V1,0.100204923467481,6
1,V1,0.0780480612321189,6
1,V1,0.0708822425486909,8
1,V1,0.00186152518449495,3
1,V1,0.109300086635393,6
1,V1,0.0702237988419389,6
1,V1,0.0393014013385163,6
1,V1,0.178964368580504,6
1,V1,0.0811488048383633,6
1,V1,0.196910538064648,6
1,V1,0.0614762115899659,6
1,V1,0.114208129069616,6
1,V1,0.0146939020896188,3
1,V1,0.111681254692518,6
1,V1,0.0773775086526542,6
1,V1,0.200314813373757,6
1,V1,0.0448685918820481,8
1,V1,0.0405279814983683,6
1,V1,0.0919463292978131,7
1,V1,0.0469288214512254,8
1,V1,0.0699284997241135,6
1,V1,0.0207519774055236,4
1,V1,0.165567549779697,6
1,V1,0.140676719964284,6
1,V1,0.0959791718470885,4
1,V1,0.0201567881516611,8
1,V1,0.0977473924799989,8
1,V1,0.0307999084688796,8
1,V1,0.046787429536248,6
1,V1,0.0278981552250847,4
1,V1,0.198768833298121,6
1,V1,0.0560343165262548,6
1,V1,0.0553972081928207,6
1,V1,-0.000568831228623945,1
1,V1,0.00956384204355343,8
1,V1,0.188344624144098,6
1,V1,0.205391562668875,6
1,V1,0.181673484532353,6
1,V1,0.0169651321026173,4
1,V1,0.0383710886107207,8
1,V1,0.0226715201281307,8
1,V1,0.00489892842253759,6
1,V1,5.85068308434078e-06,5
1,V1,0.180720587479497,6
1,V1,0.00310965126228702,8
1,V1,0.00603810905177138,6
1,V1,0.0542858410649971,6
1,V1,0.12938312593134,4
1,V1,0.0308203390798818,4
1,V1,0.00237101988579919,6
1,V1,-0.000304045370124073,8
1,V1,0.142245559964688,6
1,V1,0.119571375504889,6
1,V1,0.0111656709799528,4
1,V1,0.174038514071056,6
1,V1,0.0420524665812135,6
1,V1,0.12463908852687,6
1,V1,0.153951848614823,6
1,V1,0.160109366332804,6
1,V1,0.148058397211632,6
1,V1,0.172652153095867,6
1,V1,0.143776909156543,6
1,V1,0.000166508102762641,7
1,V1,0.111991952662078,6
1,V1,0.153084072871765,6
1,V1,0.124088789449674,6
1,V1,-8.29961316081707e-05,4
1,V1,0.0218064605061034,6
1,V1,0.167579556225874,6
1,V1,0.16088571986097,6
1,V1,-0.00113131346700523,4
1,V1,0.00212100934532122,3
1,V1,-3.24811966345706e-06,1
1,V1,0.0337700955318602,6
1,V1,0.030748081117244,6
1,V1,0.0764525238238646,6
1,V1,0.072808716330217,6
1,V1,0.0220025873236022,6
1,V1,0.0559973105848633,6
1,V1,0.0210901755966956,5
1,V1,0.0287890452458021,4
1,V1,0.10592661787943,6
1,V1,0.143047120520211,6
1,V1,0.18025414187606,6
1,V1,0.00525292828538959,8
1,V1,0.0736537113451038,6
1,V1,0.0769573650982837,6
1,V1,0.0244851125685658,8
1,V1,0.0295809632573227,8
1,V1,0.000146617864307252,5
1,V1,0.0106222290479242,8
1,V1,0.157917364457903,6
1,V1,0.0717870532733045,6
1,V1,0.0278036082122285,6
1,V1,0.0141331271065492,8
1,V1,0.00213979164839401,6
1,V1,0.00846760769662497,8
1,V1,0.0069244647999871,6
1,V1,0.00339957632492899,8
1,V1,0.111498672825507,6
1,V1,0.0135081369066376,6
1,V1,0.248998430886489,6
1,V1,0.195149200850805,6
1,V1,0.112547408290082,6
1,V1,0.0196479187632873,4
1,V1,0.132206973193802,6
1,V1,0.086971199008571,6
1,V1,0.0597364853139287,8
1,V1,0.0132335188997622,8
1,V1,-0.000358848256511113,2
1,V1,-0.000469329824656528,2
1,V1,0.000230603585601508,3
1,V1,0.150334757677486,6
1,V1,0.10712778667509,6
1,V1,0.148107561481886,6
1,V1,0.151478176987369,6
1,V1,0.137078578666636,6
1,V1,0.0385251626674244,6
1,V1,0.109941243075826,6
1,V1,0.126039901189113,6
1,V1,0.133651810107129,6
1,V1,-0.00123401139454304,4
1,V1,-0.000436631684387345,2
1,V1,0.0565472819972488,6
1,V1,0.0289387926015137,6
1,V1,0.0446554940838659,6
1,V1,0.0201317032013821,6
1,V1,0.0260306640833444,6
1,V1,0.0644595355867042,6
1,V1,0.000799484159711983,3
1,V1,-8.61755188621416e-05,8
1,V1,0.0378693727849598,6
1,V1,0.0210969741058313,6
1,V1,0.0308266737736861,6
1,V1,0.0699097361666886,6
1,V1,0.0967718957725441,6
1,V1,0.0102240714112377,5
1,V1,0.00350037989922486,6
1,V1,0.00170888932295993,4
1,V1,0.0433664023862644,4
1,V1,0.123393687167828,6
1,V1,0.0988466944493285,6
1,V1,0.0308903829467012,6
1,V1,0.0538154419667838,6
1,V1,0.03749949829591,4
1,V1,-0.000268449674034055,6
1,V1,0.033671821720758,4
1,V1,0.131730240320163,6
1,V1,0.159944165416543,6
1,V1,0.136641599918997,6
1,V1,0.0184097675818556,6
1,V1,-0.000101814902547681,1
1,V1,0.127563009030683,6
1,V1,0.0815909302496519,6
1,V1,0.00140252468657914,5
1,V1,-0.000552546806589116,5
1,V1,0.00119730489616404,2
1,V1,0.0156354717376253,8
1,V1,0.0477252737446724,8
1,V1,0.0282771645186496,6
1,V1,0.113753481933625,8
1,V1,0.142823707759148,6
1,V1,0.0260661917742815,8
1,V1,0.0143384568656808,7
1,V1,0.00559221093523032,8
1,V1,0.0711617694108413,6
1,V1,0.03348954592855,6
1,V1,0.0130715766758301,8
1,V1,0.102718949344138,8
1,V1,0.0733221355917916,8
1,V1,0.189491029902748,6
1,V1,0.00495566079042598,5
1,V1,0.0667184513679656,6
1,V1,0.0245005985093111,7
1,V1,0.00604501307101513,7
1,V1,0.0965472638300825,6
1,V1,0.0461256055121981,8
1,V1,0.0144183514627364,8
1,V1,0.00862974699704838,5
1,V1,0.0797949245843743,6
1,V1,0.0580947308549105,8
1,V1,0.11358359045653,8
1,V1,0.213935168004194,6
1,V1,0.0386354477154802,6
1,V1,0.0846633847535041,6
1,V1,0.152253828157384,6
1,V1,0.177800354300515,6
1,V1,0.0451637477760182,8
1,V1,0.0911786785446068,8
1,V1,0.00995729169637144,6
1,V1,0.037889916448289,7
1,V1,0.0686954809489243,7
1,V1,0.112797508879634,6
1,V1,0.104083124779383,6
1,V1,0.0310460982193943,6
1,V1,0.0238559298836047,4
1,V1,0.0594421322070105,8
1,V1,0.0444691063319491,6
1,V1,0.0326840570723792,8
1,V1,0.0684330182706243,8
1,V1,0.0919816427997482,6
1,V1,0.129770307741593,6
1,V1,0.0112001100903993,4
1,V1,0.0467654076369718,6
1,V1,0.109213161757224,6
1,V1,0.123583184743929,6
1,V1,0.245283759556855,6
1,V1,0.115506629713862,6
1,V1,0.119155393750646,6
1,V1,0.0469499420168672,6
1,V1,0.0398004027584473,6
1,V1,0.0053382817758289,3
1,V1,0.0727476252436002,4
1,V1,0.10250314923146,6
1,V1,0.149365521088411,6
1,V1,0.0813093760615207,6
1,V1,0.0823415116540437,8
1,V1,0.0364375495578905,8
1,V1,0.190253568596678,6
1,V1,0.155394437078467,6
1,V1,0.14980204759071,6
1,V1,0.0822823792047579,6
1,V1,0.215446073993862,6
1,V1,0.198706854768762,6
1,V1,0.117710608918818,6
1,V1,0.110335807396135,6
1,V1,0.0683822732415376,6
1,V1,0.0618975413256202,6
1,V1,0.0187768177755908,5
1,V1,0.048277685031398,7
1,V1,0.0834930958058516,8
1,V1,0.0586676809989996,8
1,V1,0.0995940462578964,8
1,V1,0.116011846850691,6
1,V1,0.112757981564806,6
1,V1,0.0612020416313924,6
1,V1,0.0687384057013765,6
1,V1,0.056601045806828,6
1,V1,0.00333591787796977,5
1,V1,0.0145941407875484,4
1,V1,0.0834455651247753,8
1,V1,0.101385876785387,8
1,V1,0.0891831754230853,8
1,V1,0.0573287964855746,6
1,V1,0.0452232631976339,6
1,V1,0.0641178343687641,6
1,V1,0.0477964921001262,6
1,V1,0.04957452983068,6
1,V1,0.0424117227148263,6
1,V1,0.0216571685785082,8
1,V1,0.00411775690013511,7
1,V1,0.00389729416310813,5
1,V1,0.0606450179642475,6
1,V1,0.0712409864445414,6
1,V1,0.104944280060746,6
1,V1,0.0938817219341471,6
1,V1,0.121064414274705,6
1,V1,0.102188629388119,6
1,V1,0.0456514448987961,6
1,V1,0.0711885251695527,6
1,V1,0.0297167931910314,6
1,V1,-1.75692163789098e-05,4
1,V1,0.103883106196176,6
1,V1,0.0844109753396933,8
1,V1,0.109820516600826,6
1,V1,0.0847725573550651,4
1,V1,0.0574347236575263,4
1,V1,0.139280148013605,6
1,V1,0.150562736203466,6
1,V1,0.0493217138888966,6
1,V1,0.0833196781813426,6
1,V1,0.0544378394997151,6
1,V1,0.012789872743452,5
1,V1,0.0124316333649042,5
1,V1,0.117977198647172,6
1,V1,0.113534780633577,6
1,V1,0.0817552027230399,8
1,V1,0.102911414824251,6
1,V1,0.0991665743427996,6
1,V1,0.100014124386808,6
1,V1,0.149883504301657,6
1,V1,0.0730892753556475,6
1,V1,0.0700043193000237,4
1,V1,0.0215923143120422,8
1,V1,0.0142137137107412,5
1,V1,0.0720795126265334,6
1,V1,0.136964025304226,6
1,V1,0.100791165912532,6
1,V1,0.0426326284780956,8
1,V1,0.0984840975298157,6
1,V1,0.0840273460195781,6
1,V1,0.0849835682896285,6
1,V1,0.0864694052259035,6
1,V1,0.140024230899341,6
1,V1,0.0364549770707023,8
1,V1,0.213796095548671,6
1,V1,0.0885149423204499,6
1,V1,0.108616353233537,6
1,V1,0.000882687131891269,3
1,V1,0.0532927811837637,6
1,V1,0.0731595679275019,6
1,V1,0.090633743759198,6
1,V1,0.0699979222551934,6
1,V1,-1.24813853497052e-05,5
1,V1,0.0844354930123216,6
1,V1,0.0748197814087532,6
1,V1,0.0102533873894042,6
1,V1,0.00542460905095593,4
1,V1,0.0206972787072884,5
1,V1,0.0613318902003401,8
1,V1,0.0706751504238695,8
1,V1,0.119982590944919,6
1,V1,0.126538647657281,6
1,V1,0.121372546338719,6
1,V1,0.0978144778310487,6
1,V1,0.067474825323804,6
1,V1,0.0967718017752107,6
1,V1,0.00948760344398508,5
1,V1,0.0139949055296018,8
1,V1,0.00976303996579631,5
1,V1,0.0984108556167224,8
1,V1,0.10907547823014,6
1,V1,0.0685094877850106,6
1,V1,0.00267123034967109,4
1,V1,0.0381694872715431,6
1,V1,0.0852441898153238,6
1,V1,0.100834092192067,6
1,V1,0.0813699996776299,6
1,V1,0.00727876486201379,4
1,V1,0.00327625279358668,6
1,V1,0.0123531659185213,8
1,V1,0.0103356657688893,6
1,V1,0.0765624222672276,6
1,V1,0.0560302802706624,6
1,V1,0.0458935793398204,6
1,V1,0.100827631434195,6
1,V1,0.0421915403860202,6
1,V1,0.0435633596944726,6
1,V1,0.0563548886683366,6
1,V1,0.0227361472000983,6
1,V1,0.00527134037667071,6
1,V1,0.00154486847204327,3
1,V1,0.043112719983458,6
1,V1,0.0687298560103714,6
1,V1,0.0372455418134592,6
1,V1,0.0452553323372171,6
1,V1,0.0305795755949083,6
1,V1,0.0546267474081475,6
1,V1,0.0533345581825221,6
1,V1,0.0359694591919357,8
1,V1,0.0237981223068586,8
1,V1,0.0146825914539236,4
1,V1,0.0182728944108017,8
1,V1,0.073424844761739,6
1,V1,0.048013654999692,6
1,V1,0.0449378797819405,6
1,V1,0.113321045058209,6
1,V1,0.0814033465964893,6
1,V1,0.106079762850418,6
1,V1,0.0411884872507808,6
1,V1,0.0318672938900859,6
1,V1,0.00140705122635087,5
1,V1,0.00526631732996341,5
1,V1,0.0103544130586953,7
1,V1,0.0246296444873104,8
1,V1,0.0120539786272535,8
1,V1,0.129402321655345,6
1,V1,0.0825418035591187,6
1,V1,0.0928776717373352,6
1,V1,0.142467224998615,6
1,V1,0.0361029331522322,7
1,V1,0.0913074258777546,6
1,V1,0.0120723738834129,4
1,V1,0.0990323917141492,6
1,V1,0.162587199803469,6
1,V1,0.0812481061993965,6
1,V1,0.0931379522838184,6
1,V1,0.0526315135240787,6
1,V1,0.0732919566024801,6
1,V1,0.114411846157266,6
1,V1,0.0595040110338731,6
1,V1,0.244016251774193,6
1,V1,0.188816450609004,6
1,V1,0.0111208979915418,3
1,V1,0.0864066172113179,6
1,V1,0.115821823539707,6
1,V1,0.0203640682964211,6
1,V1,0.062998230451858,6
1,V1,0.0587420748056672,6
1,V1,0.0115216524666203,6
1,V1,0.182449371870235,6
1,V1,0.111647975499956,6
1,V1,0.192260587213774,6
1,V1,0.172966159604574,6
1,V1,0.111366281638132,6
1,V1,0.0905600123470097,6
1,V1,0.146708104732744,6
1,V1,0.0730266120415327,6
1,V1,0.00602923892878016,4
1,V1,0.0348579477431917,6
1,V1,0.00579046853203069,8
1,V1,0.0617269186329149,6
1,V1,-0.000455460503416383,3
1,V1,0.00478297083348272,5
1,V1,0.0707431527020304,8
1,V1,0.0582711998257609,8
1,V1,0.104653617687489,8
1,V1,0.135649295040683,6
1,V1,0.122047605239235,6
1,V1,0.0437617399602419,6
1,V1,0.124111825557185,6
1,V1,0.143576388419363,6
1,V1,0.00285438606709698,8
1,V1,0.102378500092844,8
1,V1,0.0335295302499807,8
1,V1,0.0192786434087734,7
1,V1,0.103277460954666,6
1,V1,0.0434883066758275,6
1,V1,0.000400007814030046,6
1,V1,0.112681370296217,6
1,V1,0.153700879502469,6
1,V1,0.127955114706436,6
1,V1,0.118852257841008,6
1,V1,0.0298124003450757,6
1,V1,0.103726837800894,6
1,V1,0.105454403340299,6
1,V1,0.114994931677124,6
1,V1,0.0446242636158862,6
1,V1,0.0367341313294438,6
1,V1,0.0403557030555856,6
1,V1,0.00921183555617378,6
1,V1,0.0252823273698634,6
1,V1,0.00923482144889604,6
1,V1,-0.000265429357158009,8
1,V1,0.08210434912919,6
1,V1,0.0565722084756193,6
1,V1,0.0460512340598191,6
1,V1,0.0324312495231015,6
1,V1,0.0362205547494104,6
1,V1,0.0741273407627381,6
1,V1,0.0755009654818491,8
1,V1,0.0119052547525396,5
1,V1,0.0316776699033785,6
1,V1,0.0780255449889665,6
1,V1,0.0291859711161344,6
1,V1,0.0424997556051223,6
1,V1,0.0528651284758166,6
1,V1,0.0819312537854641,6
1,V1,0.00252369643176986,4
1,V1,0.039411776996203,8
1,V1,0.031645144381171,8
1,V1,0.0352074880776771,8
